StateTerr,HAI,Year,State_NHSN_Mandate,FAC_TYPE,Num_Facilities_Reporting,Observed_Infections,Predicted_Infections,Standardized_Infection_Ratio,Facilities_Atleast_1_Predicted_HAI,PCT_Hospitals_SIR_Greater_Than_National_SIR
Virgin Islands,HYST,2015,No,General,2,,,,,
Alaska,HYST,2015,No,General,7,0,2.9848535,0,,
Alabama,HYST,2015,Yes,General,59,45,42.686424,1.054,,
Arkansas,HYST,2015,Yes,General,37,15,21.261824,0.705,,
Arizona,HYST,2015,No,General,53,40,39.40995,1.015,,
California,HYST,2015,Yes,General,298,184,174.36072,1.055,,
Colorado,HYST,2015,Yes,General,47,29,29.035164,0.999,,
Connecticut,HYST,2015,Yes,General,29,29,25.326962,1.145,,
District of Columbia,HYST,2015,No,General,7,7,6.6096773,1.059,,
Delaware,HYST,2015,Yes,General,7,13,6.6697617,1.949,,
Florida,HYST,2015,No,General,174,118,125.95567,0.937,,
Georgia,HYST,2015,Yes,General,89,87,78.862045,1.103,,
Hawaii,HYST,2015,Yes,General,12,4,4.8709292,0.821,,
Idaho,HYST,2015,No,General,12,1,4.556723,0.219,,
Illinois,HYST,2015,No,General,123,65,77.94962,0.834,,
Indiana,HYST,2015,Yes,General,78,39,38.452824,1.014,,
Iowa,HYST,2015,No,General,34,15,18.265667,0.821,,
Kansas,HYST,2015,No,General,38,19,19.541243,0.972,,
Kentucky,HYST,2015,Yes,General,56,28,37.32561,0.75,,
Louisiana,HYST,2015,No,General,70,37,34.309933,1.078,,
Maine,HYST,2015,Yes,General,17,7,4.5123625,1.551,,
Maryland,HYST,2015,Yes,General,42,38,38.41913,0.989,,
Massachusetts,HYST,2015,Yes,General,52,33,33.287197,0.991,,
Michigan,HYST,2015,No,General,83,72,70.62239,1.02,,
Minnesota,HYST,2015,Yes,General,50,29,27.538933,1.053,,
Missouri,HYST,2015,No,General,63,26,45.444637,0.572,,
Mississippi,HYST,2015,No,General,44,35,21.541565,1.625,,
Montana,HYST,2015,No,General,11,8,4.5727673,1.749,,
National,HYST,2015,,General,3029,2005,1999.69,1.003,,
North Carolina,HYST,2015,Yes,General,84,68,70.962494,0.958,,
North Dakota,HYST,2015,No,General,6,4,4.0187106,0.995,,
Nebraska,HYST,2015,No,General,20,26,12.808012,2.03,,
New Hampshire,HYST,2015,Yes,General,13,3,5.993959,0.501,,
New Jersey,HYST,2015,Yes,General,64,50,49.69442,1.006,,
New Mexico,HYST,2015,No,General,25,12,10.519943,1.141,,
Nevada,HYST,2015,No,General,20,14,11.157449,1.255,,
New York,HYST,2015,Yes,General,154,147,129.36539,1.136,,
Ohio,HYST,2015,No,General,119,97,89.86072,1.079,,
Oklahoma,HYST,2015,No,General,62,15,26.786835,0.56,,
Oregon,HYST,2015,Yes,General,33,13,20.022808,0.649,,
Pennsylvania,HYST,2015,Yes,General,137,85,94.985985,0.895,,
Puerto Rico,HYST,2015,No,General,0,,,,,
Rhode Island,HYST,2015,No,General,11,7,7.6558676,0.914,,
South Carolina,HYST,2015,Yes,General,52,27,36.420765,0.741,,
South Dakota,HYST,2015,No,General,16,8,6.192506,1.292,,
Tennessee,HYST,2015,Yes,General,82,64,55.221596,1.159,,
Texas,HYST,2015,Yes,General,278,156,181.60397,0.859,,
Utah,HYST,2015,Yes,General,29,20,17.109333,1.169,,
Virginia,HYST,2015,No,General,68,88,54.620598,1.611,,
Vermont,HYST,2015,Yes,General,7,2,2.2475297,0.89,,
Washington,HYST,2015,Yes,General,51,24,31.084162,0.772,,
Wisconsin,HYST,2015,No,General,67,34,31.746317,1.071,,
West Virginia,HYST,2015,Yes,General,27,17,13.749165,1.236,,
Wyoming,HYST,2015,No,General,10,0,1.0122669,0,,
Guam,MRSA,2015,No,General,0,,,,,
Virgin Islands,MRSA,2015,Yes,General,2,,,,,
Alaska,MRSA,2015,No,General,8,10,11.443,0.874,,
Alabama,MRSA,2015,No,General,86,232,187.419,1.238,,
Arkansas,MRSA,2015,Yes,General,48,94,83.626,1.124,,
Arizona,MRSA,2015,No,General,67,169,163.855,1.031,,
California,MRSA,2015,Yes,General,335,759,774.327,0.98,,
Colorado,MRSA,2015,Yes,General,50,54,91.578,0.59,,
Connecticut,MRSA,2015,Yes,General,32,96,95.764,1.002,,
District of Columbia,MRSA,2015,Yes,General,8,51,54.617,0.934,,
Delaware,MRSA,2015,Yes,General,8,36,28.373,1.269,,
Florida,MRSA,2015,No,General,194,838,672.09,1.247,,
Georgia,MRSA,2015,Yes,General,105,333,263.052,1.266,,
Hawaii,MRSA,2015,Yes,General,16,20,34.292,0.583,,
Idaho,MRSA,2015,No,General,14,10,20.989,0.476,,
Illinois,MRSA,2015,Yes,General,133,260,318.856,0.815,,
Indiana,MRSA,2015,No,General,90,153,168.615,0.907,,
Iowa,MRSA,2015,No,General,37,44,78.19,0.563,,
Kansas,MRSA,2015,No,General,57,62,65.855,0.941,,
Kentucky,MRSA,2015,Yes,General,69,213,157.341,1.354,,
Louisiana,MRSA,2015,No,General,92,218,159.645,1.366,,
Guam,CAUTI,2017,,REHAB,,,,,,
Maine,MRSA,2015,Yes,General,21,14,31.302,0.447,,
Maryland,MRSA,2015,Yes,General,47,213,172.541,1.234,,
Massachusetts,MRSA,2015,Yes,General,69,168,206.633,0.813,,
Michigan,MRSA,2015,No,General,98,339,315.762,1.074,,
Minnesota,MRSA,2015,Yes,General,53,57,117.27,0.486,,
Missouri,MRSA,2015,No,General,77,180,201.518,0.893,,
Mississippi,MRSA,2015,Yes,General,61,108,99.43,1.086,,
Montana,MRSA,2015,No,General,13,10,16.233,0.616,,
National,MRSA,2015,Yes,General,3616,8887,8906.43,0.998,,
North Carolina,MRSA,2015,Yes,General,95,311,316.554,0.982,,
North Dakota,MRSA,2015,No,General,8,13,22.25,0.584,,
Nebraska,MRSA,2015,Yes,General,24,44,45.707,0.963,,
New Hampshire,MRSA,2015,No,General,13,19,24.36,0.78,,
New Jersey,MRSA,2015,Yes,General,71,301,268.762,1.12,,
New Mexico,MRSA,2015,No,General,36,20,35.11,0.57,,
Nevada,MRSA,2015,Yes,General,22,63,73.866,0.853,,
New York,MRSA,2015,No,General,180,785,740.509,1.06,,
Ohio,MRSA,2015,No,General,135,370,380.75,0.972,,
Oklahoma,MRSA,2015,No,General,85,146,113.627,1.285,,
Oregon,MRSA,2015,Yes,General,37,48,81.05,0.592,,
Pennsylvania,MRSA,2015,Yes,General,167,395,437.178,0.904,,
Puerto Rico,MRSA,2015,No,General,3,,,,,
Rhode Island,MRSA,2015,No,General,11,18,30.797,0.584,,
South Carolina,MRSA,2015,Yes,General,64,184,151.185,1.217,,
South Dakota,MRSA,2015,No,General,22,9,24.432,0.368,,
Tennessee,MRSA,2015,Yes,General,110,320,258.12,1.24,,
Texas,MRSA,2015,No,General,354,635,697.19,0.911,,
Utah,MRSA,2015,Yes,General,36,32,47.405,0.675,,
Virginia,MRSA,2015,Yes,General,78,178,212.759,0.837,,
Vermont,MRSA,2015,No,General,6,13,11.589,1.122,,
Washington,MRSA,2015,No,General,55,90,139.02,0.647,,
Wisconsin,MRSA,2015,No,General,75,58,113.778,0.51,,
West Virginia,MRSA,2015,Yes,General,29,84,73.717,1.139,,
Wyoming,MRSA,2015,No,General,10,1,4.015,0.249,,
Alabama,VAE,2017,,General,45,378,474.0987593,0.797,29,17
Alabama,VAE,2017,,LTAC,9,16,23.91085954,0.669,6,
Alabama,HYST,2017,,General,56,33,41.9165866,0.787,12,8
Alabama,COLON,2017,,General,68,116,144.3370402,0.804,29,3
Alabama,CDI,2017,,REHAB,16,69,92.892,0.743,16,6.25
Alabama,CLABSI,2017,,General,81,426,485.39,0.878,36,8.33
Alabama,CDI,2017,,General,90,1249,1918.275,0.651,72,4.166666667
Alabama,CAUTI,2017,,General,90,483,599.52,0.806,45,2.22
Alabama,MRSA,2017,,LTAC,9,12,12.257,0.979,7,
Alabama,CAUTI,2017,,REHAB,16,20,19.753,1.013,10,10
Alabama,MRSA,2017,,General,90,211,201.207,1.049,32,12.5
Alabama,CDI,2017,,LTAC,9,27,63.201,0.427,8,
Alabama,CAUTI,2017,,LTAC,9,38,34.732,1.094,8,
Alabama,CLABSI,2017,,REHAB,5,4,2.527,1.583,1,
Alabama,CLABSI,2017,,LTAC,9,16,34.534,0.463,8,
Alabama,MRSA,2017,,REHAB,16,6,3.8715,1.55,,
Alaska,VAE,2017,,General,7,45,32.48303262,1.385,3,
Alaska,COLON,2017,,General,7,16,14.03209423,1.14,5,
Alaska,VAE,2017,,LTAC,1,,,,,
Alaska,HYST,2017,,General,7,4,3.324366585,1.203,1,
Alaska,CLABSI,2017,,General,9,28,30.84,0.908,6,
Alaska,CDI,2017,,General,8,125,153.807,0.813,7,
Alaska,MRSA,2017,,General,8,15,14.279,1.05,4,
Alaska,CAUTI,2017,,General,10,42,27.32,1.537,5,
Alaska,CLABSI,2017,,LTAC,1,,,,,
Alaska,MRSA,2017,,LTAC,1,,,,,
Alaska,CDI,2017,,LTAC,1,,,,,
Alaska,CAUTI,2017,,LTAC,1,,,,,
Alaska,MRSA,2017,,REHAB,2,,,,,
Alaska,CDI,2017,,REHAB,2,,,,,
Alaska,CAUTI,2017,,REHAB,2,,,,,
Alaska,CLABSI,2017,,REHAB,2,,,,,
Arizona,CLABSI,2017,,LTAC,7,8,29.568,0.271,7,
Arizona,CDI,2017,,REHAB,24,82,95.131,0.862,23,13.04347826
Arizona,MRSA,2017,,General,69,129,189.8,0.68,36,8.333333333
Arizona,CDI,2017,,General,69,1425,1943.515,0.733,57,8.771929825
Arizona,CLABSI,2017,,General,66,361,520.97,0.693,43,11.63
Arizona,CAUTI,2017,,General,68,324,527.07,0.615,48,0
Arizona,CLABSI,2017,,REHAB,14,2,2.547,0.785,,
Arizona,MRSA,2017,,REHAB,24,4,4.5211,0.885,,
Arizona,CDI,2017,,LTAC,7,32,49.922,0.641,6,
Arizona,CAUTI,2017,,REHAB,25,27,25.158,1.073,12,8.33
Arizona,MRSA,2017,,LTAC,7,5,10.616,0.471,4,
Arizona,CAUTI,2017,,LTAC,7,31,34.349,0.903,7,
Arizona,VAE,2017,,General,30,446,361.5233236,1.234,19,42
Arizona,COLON,2017,,General,57,156,151.6038345,1.029,34,6
Arizona,VAE,2017,,LTAC,7,12,24.78349284,0.484,6,
Arizona,HYST,2017,,General,52,36,39.29959339,0.916,13,0
Arkansas,VAE,2017,,LTAC,7,26,25.00928298,1.04,4,
Arkansas,HYST,2017,,General,39,15,20.41416487,0.735,8,
Arkansas,COLON,2017,,General,41,88,69.06684312,1.274,20,5
Arkansas,VAE,2017,,General,20,214,168.0736939,1.273,13,31
Arkansas,CDI,2017,,REHAB,23,37,74.128,0.499,19,0
Arkansas,CDI,2017,,General,48,734,936.562,0.784,40,7.5
Arkansas,CLABSI,2017,,General,50,280,271.64,1.031,25,16
Arkansas,MRSA,2017,,General,48,94,81.178,1.158,20,10
Arkansas,MRSA,2017,,LTAC,7,6,7.215,0.832,3,
Arkansas,CAUTI,2017,,General,50,352,301.17,1.169,30,20
Arkansas,CAUTI,2017,,REHAB,24,12,19.15,0.627,6,
Arkansas,CDI,2017,,LTAC,7,33,50.562,0.653,7,
Arkansas,CAUTI,2017,,LTAC,7,38,32.958,1.153,7,
Arkansas,CLABSI,2017,,LTAC,7,16,25.977,0.616,7,
Arkansas,MRSA,2017,,REHAB,24,3,3.3401,0.898,,
Arkansas,CLABSI,2017,,REHAB,13,3,2.501,1.199,,
California,VAE,2017,,General,175,1845,2216.298896,0.832,155,17
California,COLON,2017,,General,317,686,702.9766241,0.976,189,8
California,HYST,2017,,General,296,136,155.3885786,0.875,55,4
California,VAE,2017,,LTAC,23,184,267.4960159,0.688,22,9
California,CLABSI,2017,,LTAC,24,314,307.693,1.02,23,54.16666667
California,CDI,2017,,General,338,7798,9153.173,0.852,319,15.36050157
California,CLABSI,2017,,General,334,2293,2694.16,0.851,271,8.49
California,CAUTI,2017,,General,337,2902,2811.96,1.032,289,17.3
California,CDI,2017,,LTAC,24,633,547.288,1.157,24,54.16666667
California,MRSA,2017,,LTAC,24,110,69.03,1.594,22,12.5
California,MRSA,2017,,General,339,694,795.063,0.873,205,7.317073171
California,CAUTI,2017,,LTAC,24,346,360.093,0.961,24,20.83
California,CDI,2017,,REHAB,74,194,232.705,0.834,64,6.25
California,CLABSI,2017,,REHAB,74,12,14.681,0.817,2,
California,CAUTI,2017,,REHAB,75,69,68.112,1.013,23,4.35
California,MRSA,2017,,REHAB,74,3,9.6677,0.31,,
Colorado,VAE,2017,,General,38,435,374.701343,1.161,25,24
Colorado,COLON,2017,,General,47,135,130.5540259,1.034,32,13
Colorado,HYST,2017,,General,47,28,33.5950478,0.833,13,15
Colorado,VAE,2017,,LTAC,8,14,16.09009948,0.87,5,
Colorado,CDI,2017,,General,56,1163,1246.512,0.933,46,10.86956522
Colorado,MRSA,2017,,General,55,68,94.349,0.721,23,0
Colorado,CAUTI,2017,,General,54,316,382.18,0.827,33,12.12
Colorado,CLABSI,2017,,LTAC,8,21,35.101,0.598,7,
Colorado,CAUTI,2017,,LTAC,8,86,62.842,1.369,8,
Colorado,CDI,2017,,REHAB,19,32,45.989,0.696,18,5.555555556
Colorado,CLABSI,2017,,REHAB,19,1,3.919,0.255,,
Colorado,CLABSI,2017,,General,52,202,328.33,0.615,30,6.67
Colorado,CDI,2017,,LTAC,8,72,77.929,0.924,8,
Colorado,MRSA,2017,,LTAC,8,3,10.82,0.277,5,
Colorado,CAUTI,2017,,REHAB,19,19,14.751,1.288,5,
Colorado,MRSA,2017,,REHAB,19,1,2.0607,0.485,,
Connecticut,MRSA,2017,,General,31,72,92.037,0.782,20,0
Connecticut,CDI,2017,,General,31,986,1105.238,0.892,30,16.66666667
Connecticut,CLABSI,2017,,General,31,216,241.66,0.894,22,4.55
Connecticut,CAUTI,2017,,General,31,305,272.25,1.12,23,13.04
Connecticut,CDI,2017,,REHAB,6,5,15.259,0.328,6,
Connecticut,CAUTI,2017,,REHAB,6,11,3.985,2.76,1,
Connecticut,MRSA,2017,,REHAB,6,0,0.6435,,,
Connecticut,CLABSI,2017,,LTAC,3,,,,,
Connecticut,MRSA,2017,,LTAC,3,,,,,
Connecticut,CDI,2017,,LTAC,3,,,,,
Connecticut,CAUTI,2017,,LTAC,3,,,,,
Connecticut,CLABSI,2017,,REHAB,4,,,,,
Connecticut,COLON,2017,,General,28,75,100.0900477,0.749,21,0
Connecticut,VAE,2017,,General,13,288,228.3204709,1.261,13,31
Connecticut,HYST,2017,,General,28,15,23.62875087,0.635,6,
Connecticut,VAE,2017,,LTAC,2,,,,,
Delaware,HYST,2017,,General,7,7,4.32383963,1.619,1,
Delaware,COLON,2017,,General,7,19,31.83155967,0.597,5,
Delaware,VAE,2017,,LTAC,1,,,,,
Delaware,VAE,2017,,General,3,,,,,
Delaware,CDI,2017,,General,8,282,348.489,0.809,8,
Delaware,MRSA,2017,,General,8,28,34.668,0.808,5,
Delaware,CLABSI,2017,,General,8,100,91.93,1.088,8,
Delaware,CAUTI,2017,,General,8,76,69.35,1.096,8,
Delaware,CLABSI,2017,,LTAC,1,,,,,
Delaware,MRSA,2017,,LTAC,1,,,,,
Delaware,CDI,2017,,LTAC,1,,,,,
Delaware,CAUTI,2017,,LTAC,1,,,,,
Delaware,MRSA,2017,,REHAB,3,,,,,
Delaware,CDI,2017,,REHAB,3,,,,,
Delaware,CAUTI,2017,,REHAB,3,,,,,
Delaware,CLABSI,2017,,REHAB,3,,,,,
District of Columbia,MRSA,2017,,General,8,65,56.049,1.16,8,
District of Columbia,CDI,2017,,General,8,447,452.558,0.988,8,
District of Columbia,CDI,2017,,REHAB,2,,,,,
District of Columbia,CDI,2017,,LTAC,2,,,,,
District of Columbia,CAUTI,2017,,General,8,112,138.8,0.807,8,
District of Columbia,CLABSI,2017,,General,8,146,170.02,0.859,8,
District of Columbia,MRSA,2017,,REHAB,2,,,,,
District of Columbia,CAUTI,2017,,REHAB,2,,,,,
District of Columbia,CLABSI,2017,,REHAB,2,,,,,
District of Columbia,CLABSI,2017,,LTAC,2,,,,,
District of Columbia,MRSA,2017,,LTAC,2,,,,,
District of Columbia,CAUTI,2017,,LTAC,2,,,,,
District of Columbia,COLON,2017,,General,8,28,36.33366424,0.771,5,
District of Columbia,VAE,2017,,LTAC,2,,,,,
District of Columbia,VAE,2017,,General,3,,,,,
District of Columbia,HYST,2017,,General,8,5,6.354845436,0.787,3,
Florida,VAE,2017,,LTAC,28,205,194.4980301,1.054,27,30
Florida,VAE,2017,,General,119,1653,1964.294293,0.842,104,26
Florida,HYST,2017,,General,175,109,122.6165611,0.889,40,3
Florida,COLON,2017,,General,191,496,588.7203431,0.843,142,6
Florida,CLABSI,2017,,LTAC,28,138,216.338,0.638,28,7.142857143
Florida,CAUTI,2017,,LTAC,28,180,273.302,0.659,28,14.29
Florida,CDI,2017,,General,204,5488,8114.942,0.676,195,6.153846154
Florida,CAUTI,2017,,General,206,1639,2228.97,0.735,182,4.4
Florida,CLABSI,2017,,General,207,1633,2008.47,0.813,177,10.17
Florida,CDI,2017,,LTAC,28,301,424.06,0.71,28,7.142857143
Florida,MRSA,2017,,General,204,755,729.945,1.034,150,7.333333333
Florida,CDI,2017,,REHAB,51,230,277.324,0.829,51,7.843137255
Florida,MRSA,2017,,REHAB,52,14,12.9214,1.083,,
Florida,MRSA,2017,,LTAC,28,78,60.188,1.296,27,21.42857143
Florida,CAUTI,2017,,REHAB,52,76,75.075,1.012,34,0
Florida,CLABSI,2017,,REHAB,25,3,11.384,0.264,2,
Georgia,COLON,2017,,General,89,203,265.7409979,0.764,52,4
Georgia,VAE,2017,,General,70,1005,1128.405511,0.891,51,25
Georgia,VAE,2017,,LTAC,16,66,74.32637107,0.888,13,0
Georgia,HYST,2017,,General,85,65,78.86677667,0.824,24,4
Georgia,CDI,2017,,LTAC,16,116,195.824,0.592,15,6.666666667
Georgia,CDI,2017,,REHAB,28,61,86.238,0.707,26,7.692307692
Georgia,CDI,2017,,General,107,2191,3104.516,0.706,92,6.52173913
Georgia,CLABSI,2017,,General,105,802,827.11,0.97,62,14.52
Georgia,MRSA,2017,,REHAB,28,6,3.5618,1.685,,
Georgia,CAUTI,2017,,General,108,856,889.93,0.962,73,13.7
Georgia,CAUTI,2017,,LTAC,16,172,133.781,1.286,15,33.33
Georgia,MRSA,2017,,General,107,272,284.816,0.955,55,9.090909091
Georgia,CLABSI,2017,,LTAC,16,78,83.854,0.93,15,6.666666667
Georgia,CAUTI,2017,,REHAB,28,16,25.932,0.617,10,0
Georgia,MRSA,2017,,LTAC,16,23,30.213,0.761,13,0
Georgia,CLABSI,2017,,REHAB,19,4,4.882,0.819,,
Guam,VAE,2017,,LTAC,0,,,,,
Guam,COLON,2017,,General,0,,,,,
Guam,VAE,2017,,General,1,,,,,
Guam,HYST,2017,,General,1,,,,,
Guam,CAUTI,2017,,LTAC,,,,,,
Guam,MRSA,2017,,REHAB,0,,,,,
Guam,CDI,2017,,REHAB,0,,,,,
Guam,MRSA,2017,,LTAC,0,,,,,
Guam,CDI,2017,,LTAC,0,,,,,
Guam,CDI,2017,,General,1,,,,,
Guam,MRSA,2017,,General,1,,,,,
Guam,CLABSI,2017,,LTAC,1,,,,,
Guam,CLABSI,2017,,REHAB,,,,,,
Hawaii,CDI,2017,,General,17,249,358.833,0.694,16,12.5
Hawaii,MRSA,2017,,General,17,20,36.105,0.554,12,0
Hawaii,CLABSI,2017,,General,17,46,126.93,0.362,14,7.14
Hawaii,CAUTI,2017,,General,17,98,96.91,1.011,13,23.08
Hawaii,CAUTI,2017,,LTAC,,,,,,
Hawaii,CDI,2017,,LTAC,0,,,,,
Hawaii,MRSA,2017,,REHAB,1,,,,,
Hawaii,CDI,2017,,REHAB,1,,,,,
Hawaii,CAUTI,2017,,REHAB,1,,,,,
Hawaii,CLABSI,2017,,LTAC,1,,,,,
Hawaii,MRSA,2017,,LTAC,1,,,,,
Hawaii,CLABSI,2017,,REHAB,,,,,,
Hawaii,COLON,2017,,General,13,24,27.37411953,0.877,8,
Hawaii,HYST,2017,,General,12,2,4.040188625,0.495,1,
Hawaii,VAE,2017,,General,7,13,82.43043987,0.158,7,
Hawaii,VAE,2017,,LTAC,0,,,,,
Idaho,VAE,2017,,General,7,51,53.0170611,0.962,6,
Idaho,HYST,2017,,General,13,5,6.096760244,0.82,2,
Idaho,COLON,2017,,General,13,25,33.00076875,0.758,9,
Idaho,VAE,2017,,LTAC,3,,,,,
Idaho,CLABSI,2017,,General,13,27,67.66,0.399,9,
Idaho,CDI,2017,,General,14,235,311.754,0.754,12,8.333333333
Idaho,CDI,2017,,REHAB,6,12,13.522,0.887,5,
Idaho,CAUTI,2017,,REHAB,6,6,5.364,1.119,3,
Idaho,CAUTI,2017,,General,16,88,88.55,0.994,10,20
Idaho,MRSA,2017,,General,14,10,24.854,0.402,7,
Idaho,MRSA,2017,,REHAB,6,0,0.5621,,,
Idaho,CLABSI,2017,,REHAB,2,,,,,
Idaho,CLABSI,2017,,LTAC,3,,,,,
Idaho,MRSA,2017,,LTAC,3,,,,,
Idaho,CDI,2017,,LTAC,3,,,,,
Idaho,CAUTI,2017,,LTAC,3,,,,,
Illinois,COLON,2017,,General,128,268,311.0337492,0.862,75,8
Illinois,VAE,2017,,General,66,536,548.6291587,0.977,52,13
Illinois,VAE,2017,,LTAC,9,116,80.87117214,1.434,9,
Illinois,HYST,2017,,General,121,51,80.34043477,0.635,26,8
Illinois,CLABSI,2017,,LTAC,9,120,109.245,1.098,9,
Illinois,CAUTI,2017,,General,135,745,975.52,0.764,110,8.18
Illinois,MRSA,2017,,LTAC,9,31,26.681,1.162,9,
Illinois,CDI,2017,,General,135,4168,4276.321,0.975,128,24.21875
Illinois,CDI,2017,,LTAC,9,160,206.988,0.773,9,
Illinois,CLABSI,2017,,General,134,611,958.22,0.638,99,3.03
Illinois,CDI,2017,,REHAB,46,151,206.125,0.733,39,2.564102564
Illinois,CAUTI,2017,,LTAC,9,116,124.254,0.934,9,
Illinois,MRSA,2017,,General,135,186,316.195,0.588,81,0
Illinois,CAUTI,2017,,REHAB,48,68,49.148,1.384,16,0
Illinois,MRSA,2017,,REHAB,48,6,7.4141,0.809,1,
Illinois,CLABSI,2017,,REHAB,32,3,9.513,0.315,1,
Indiana,VAE,2017,,General,69,847,798.2836527,1.061,52,12
Indiana,VAE,2017,,LTAC,13,75,50.5696732,1.483,9,
Indiana,COLON,2017,,General,79,142,173.4479026,0.819,42,0
Indiana,HYST,2017,,General,73,46,42.66825768,1.078,10,10
Indiana,CDI,2017,,General,90,1805,2229.439,0.81,81,12.34567901
Indiana,CLABSI,2017,,LTAC,13,99,85.668,1.156,13,15.38461538
Indiana,CAUTI,2017,,General,87,475,560.67,0.847,58,6.9
Indiana,CLABSI,2017,,General,87,487,529.1,0.92,59,6.78
Indiana,CDI,2017,,LTAC,13,114,116.95,0.975,13,15.38461538
Indiana,CAUTI,2017,,LTAC,13,103,78.584,1.311,13,23.08
Indiana,MRSA,2017,,General,90,134,190.97,0.702,39,2.564102564
Indiana,MRSA,2017,,LTAC,13,28,17.208,1.627,6,
Indiana,CDI,2017,,REHAB,37,68,103.299,0.658,33,3.03030303
Indiana,MRSA,2017,,REHAB,37,4,4.184,0.956,,
Indiana,CAUTI,2017,,REHAB,37,36,28.54,1.261,8,
Indiana,CLABSI,2017,,REHAB,21,5,5.098,0.981,,
Iowa,COLON,2017,,General,36,64,71.81454801,0.891,21,5
Iowa,VAE,2017,,General,14,142,100.9691014,1.406,10,30
Iowa,HYST,2017,,General,34,29,20.41072389,1.421,4,
Iowa,VAE,2017,,LTAC,3,,,,,
Iowa,CAUTI,2017,,General,41,161,221.71,0.726,26,11.54
Iowa,CLABSI,2017,,General,39,139,209.4,0.664,20,0
Iowa,CDI,2017,,General,39,828,911.393,0.908,37,16.21621622
Iowa,MRSA,2017,,General,37,41,79.56,0.515,18,0
Iowa,CDI,2017,,REHAB,15,30,23.969,1.252,9,
Iowa,CLABSI,2017,,REHAB,12,2,1.318,1.517,,
Iowa,CAUTI,2017,,REHAB,15,7,7.384,0.948,3,
Iowa,MRSA,2017,,REHAB,15,2,0.8912,,,
Iowa,CLABSI,2017,,LTAC,3,,,,,
Iowa,MRSA,2017,,LTAC,3,,,,,
Iowa,CDI,2017,,LTAC,3,,,,,
Iowa,CAUTI,2017,,LTAC,3,,,,,
Kansas,MRSA,2017,,REHAB,20,2,2.3581,0.848,,
Kansas,CLABSI,2017,,General,51,164,207.78,0.789,21,9.52
Kansas,CAUTI,2017,,General,54,187,217.54,0.86,26,0
Kansas,CDI,2017,,REHAB,20,35,57.955,0.604,15,0
Kansas,CDI,2017,,General,57,652,777.627,0.838,39,15.38461538
Kansas,CAUTI,2017,,REHAB,20,19,12.467,1.524,4,
Kansas,MRSA,2017,,General,57,50,64.763,0.772,13,15.38461538
Kansas,CLABSI,2017,,REHAB,10,2,1.532,1.306,1,
Kansas,CLABSI,2017,,LTAC,4,,,,,
Kansas,MRSA,2017,,LTAC,4,,,,,
Kansas,CDI,2017,,LTAC,4,,,,,
Kansas,CAUTI,2017,,LTAC,4,,,,,
Kansas,COLON,2017,,General,40,66,75.41830619,0.875,14,7
Kansas,VAE,2017,,General,32,197,177.9312345,1.107,18,22
Kansas,HYST,2017,,General,37,13,18.23385053,0.713,4,
Kansas,VAE,2017,,LTAC,4,,,,,
Kentucky,MRSA,2017,,General,70,187,188.433,0.992,33,6.060606061
Kentucky,CDI,2017,,General,70,1349,1782.831,0.757,66,9.090909091
Kentucky,CDI,2017,,LTAC,9,65,91.753,0.708,9,
Kentucky,CLABSI,2017,,General,70,291,409.96,0.71,39,2.56
Kentucky,CAUTI,2017,,General,71,376,489.83,0.768,47,12.77
Kentucky,CAUTI,2017,,REHAB,16,22,16.198,1.358,5,
Kentucky,CDI,2017,,REHAB,16,62,87.674,0.707,13,0
Kentucky,CAUTI,2017,,LTAC,9,62,65.286,0.95,9,
Kentucky,MRSA,2017,,LTAC,9,25,13.856,1.804,5,
Kentucky,MRSA,2017,,REHAB,16,3,3.0842,0.973,,
Kentucky,CLABSI,2017,,REHAB,7,1,1.05,0.952,,
Kentucky,CLABSI,2017,,LTAC,9,87,52.55,1.656,9,
Kentucky,VAE,2017,,General,44,417,409.2527088,1.019,24,21
Kentucky,HYST,2017,,General,56,42,37.07517128,1.133,11,9
Kentucky,COLON,2017,,General,62,143,136.86975,1.045,31,13
Kentucky,VAE,2017,,LTAC,9,58,46.27975335,1.253,7,
Louisiana,HYST,2017,,General,67,31,32.47683727,0.955,10,0
Louisiana,COLON,2017,,General,70,117,124.2888637,0.941,35,9
Louisiana,VAE,2017,,LTAC,29,27,10.04581254,2.688,3,
Louisiana,VAE,2017,,General,35,296,316.1096565,0.936,23,17
Louisiana,MRSA,2017,,REHAB,45,1,3.8717,0.258,,
Louisiana,CLABSI,2017,,General,90,376,439.62,0.855,44,13.64
Louisiana,MRSA,2017,,General,93,188,168.964,1.113,35,11.42857143
Louisiana,CDI,2017,,General,93,1002,1333.017,0.752,69,8.695652174
Louisiana,CAUTI,2017,,REHAB,47,34,29.725,1.144,6,
Louisiana,CAUTI,2017,,General,96,480,568.47,0.844,53,15.09
Louisiana,CAUTI,2017,,LTAC,34,84,132.085,0.636,30,0
Louisiana,MRSA,2017,,LTAC,33,19,30.22,0.629,9,
Louisiana,CLABSI,2017,,LTAC,34,106,127.25,0.833,29,0
Louisiana,CDI,2017,,LTAC,33,131,222.542,0.589,32,0
Louisiana,CDI,2017,,REHAB,46,55,82.601,0.666,33,12.12121212
Louisiana,CLABSI,2017,,REHAB,21,10,3.662,2.731,,
Maine,CDI,2017,,REHAB,5,11,19.436,0.566,4,
