Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
All other,2015,Vermont,Combined Ages,Combined Gender,Insufficient Data
All other,2015,Virginia,Combined Ages,Combined Gender,Insufficient Data
All other,2015,Washington,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2015,Alabama,Combined Ages,Combined Gender,176
Cephalosporins,2015,Alaska,Combined Ages,Combined Gender,62
Cephalosporins,2015,Arizona,Combined Ages,Combined Gender,110
Cephalosporins,2015,Arkansas,Combined Ages,Combined Gender,175
Cephalosporins,2015,California,Combined Ages,Combined Gender,74
Cephalosporins,2015,Colorado,Combined Ages,Combined Gender,86
Cephalosporins,2015,Connecticut,Combined Ages,Combined Gender,110
Cephalosporins,2015,Delaware,Combined Ages,Combined Gender,114
Cephalosporins,2015,District Of Columbia,Combined Ages,Combined Gender,102
Cephalosporins,2015,Florida,Combined Ages,Combined Gender,88
Cephalosporins,2015,Georgia,Combined Ages,Combined Gender,112
Cephalosporins,2015,Hawaii,Combined Ages,Combined Gender,76
Cephalosporins,2015,Idaho,Combined Ages,Combined Gender,108
Cephalosporins,2015,Illinois,Combined Ages,Combined Gender,98
Cephalosporins,2015,Indiana,Combined Ages,Combined Gender,166
Cephalosporins,2015,Iowa,Combined Ages,Combined Gender,169
Cephalosporins,2015,Kansas,Combined Ages,Combined Gender,158
Cephalosporins,2015,Kentucky,Combined Ages,Combined Gender,198
Cephalosporins,2015,Louisiana,Combined Ages,Combined Gender,143
Cephalosporins,2015,Maine,Combined Ages,Combined Gender,83
Cephalosporins,2015,Maryland,Combined Ages,Combined Gender,92
Cephalosporins,2015,Massachusetts,Combined Ages,Combined Gender,86
Cephalosporins,2015,Michigan,Combined Ages,Combined Gender,125
Cephalosporins,2015,Minnesota,Combined Ages,Combined Gender,96
Cephalosporins,2015,Mississippi,Combined Ages,Combined Gender,180
Cephalosporins,2015,Missouri,Combined Ages,Combined Gender,133
Cephalosporins,2015,Montana,Combined Ages,Combined Gender,80
Cephalosporins,2015,Nebraska,Combined Ages,Combined Gender,182
Cephalosporins,2015,Nevada,Combined Ages,Combined Gender,92
Cephalosporins,2015,New Hampshire,Combined Ages,Combined Gender,88
Cephalosporins,2015,New Jersey,Combined Ages,Combined Gender,106
Cephalosporins,2015,New Mexico,Combined Ages,Combined Gender,92
Cephalosporins,2015,New York,Combined Ages,Combined Gender,107
Cephalosporins,2015,North Carolina,Combined Ages,Combined Gender,119
Cephalosporins,2015,North Dakota,Combined Ages,Combined Gender,134
Cephalosporins,2015,Ohio,Combined Ages,Combined Gender,127
Cephalosporins,2015,Oklahoma,Combined Ages,Combined Gender,144
Cephalosporins,2015,Oregon,Combined Ages,Combined Gender,72
Cephalosporins,2015,Pennsylvania,Combined Ages,Combined Gender,114
Cephalosporins,2015,Rhode Island,Combined Ages,Combined Gender,99
Cephalosporins,2015,South Carolina,Combined Ages,Combined Gender,126
Cephalosporins,2015,South Dakota,Combined Ages,Combined Gender,154
Cephalosporins,2015,Tennessee,Combined Ages,Combined Gender,174
Cephalosporins,2015,Texas,Combined Ages,Combined Gender,129
Cephalosporins,2015,Utah,Combined Ages,Combined Gender,121
Cephalosporins,2015,Vermont,Combined Ages,Combined Gender,87
Cephalosporins,2015,Virginia,Combined Ages,Combined Gender,119
Cephalosporins,2015,Washington,Combined Ages,Combined Gender,82
Cephalosporins,2015,West Virginia,Combined Ages,Combined Gender,217
Cephalosporins,2015,Wisconsin,Combined Ages,Combined Gender,91
Cephalosporins,2015,Wyoming,Combined Ages,Combined Gender,114
Fluoroquinolones,2015,Alabama,Combined Ages,Combined Gender,159
Fluoroquinolones,2015,Alaska,Combined Ages,Combined Gender,57
Fluoroquinolones,2015,Arizona,Combined Ages,Combined Gender,89
Fluoroquinolones,2015,Arkansas,Combined Ages,Combined Gender,148
Fluoroquinolones,2015,California,Combined Ages,Combined Gender,70
Fluoroquinolones,2015,Colorado,Combined Ages,Combined Gender,62
Fluoroquinolones,2015,Connecticut,Combined Ages,Combined Gender,95
Fluoroquinolones,2015,Delaware,Combined Ages,Combined Gender,116
Fluoroquinolones,2015,District Of Columbia,Combined Ages,Combined Gender,134
Fluoroquinolones,2015,Florida,Combined Ages,Combined Gender,106
Fluoroquinolones,2015,Georgia,Combined Ages,Combined Gender,104
Fluoroquinolones,2015,Hawaii,Combined Ages,Combined Gender,81
Fluoroquinolones,2015,Idaho,Combined Ages,Combined Gender,72
Fluoroquinolones,2015,Illinois,Combined Ages,Combined Gender,96
Fluoroquinolones,2015,Indiana,Combined Ages,Combined Gender,110
Fluoroquinolones,2015,Iowa,Combined Ages,Combined Gender,115
Fluoroquinolones,2015,Kansas,Combined Ages,Combined Gender,118
Fluoroquinolones,2015,Kentucky,Combined Ages,Combined Gender,158
Fluoroquinolones,2015,Louisiana,Combined Ages,Combined Gender,136
Fluoroquinolones,2015,Maine,Combined Ages,Combined Gender,81
Fluoroquinolones,2015,Maryland,Combined Ages,Combined Gender,95
Fluoroquinolones,2015,Massachusetts,Combined Ages,Combined Gender,82
Fluoroquinolones,2015,Michigan,Combined Ages,Combined Gender,103
Fluoroquinolones,2015,Minnesota,Combined Ages,Combined Gender,71
Fluoroquinolones,2015,Mississippi,Combined Ages,Combined Gender,157
Fluoroquinolones,2015,Missouri,Combined Ages,Combined Gender,115
Fluoroquinolones,2015,Montana,Combined Ages,Combined Gender,74
Fluoroquinolones,2015,Nebraska,Combined Ages,Combined Gender,123
Fluoroquinolones,2015,Nevada,Combined Ages,Combined Gender,90
Fluoroquinolones,2015,New Hampshire,Combined Ages,Combined Gender,75
Fluoroquinolones,2015,New Jersey,Combined Ages,Combined Gender,116
Fluoroquinolones,2015,New Mexico,Combined Ages,Combined Gender,73
Macrolides,2015,Michigan,Combined Ages,Combined Gender,171
Fluoroquinolones,2015,New York,Combined Ages,Combined Gender,116
Fluoroquinolones,2015,North Carolina,Combined Ages,Combined Gender,110
Fluoroquinolones,2015,North Dakota,Combined Ages,Combined Gender,110
Fluoroquinolones,2015,Ohio,Combined Ages,Combined Gender,115
Fluoroquinolones,2015,Oklahoma,Combined Ages,Combined Gender,114
Fluoroquinolones,2015,Oregon,Combined Ages,Combined Gender,66
Fluoroquinolones,2015,Pennsylvania,Combined Ages,Combined Gender,106
Fluoroquinolones,2015,Rhode Island,Combined Ages,Combined Gender,110
Fluoroquinolones,2015,South Carolina,Combined Ages,Combined Gender,122
Fluoroquinolones,2015,South Dakota,Combined Ages,Combined Gender,87
Fluoroquinolones,2015,Tennessee,Combined Ages,Combined Gender,153
Fluoroquinolones,2015,Texas,Combined Ages,Combined Gender,106
Fluoroquinolones,2015,Utah,Combined Ages,Combined Gender,70
Fluoroquinolones,2015,Vermont,Combined Ages,Combined Gender,68
Fluoroquinolones,2015,Virginia,Combined Ages,Combined Gender,94
Fluoroquinolones,2015,Washington,Combined Ages,Combined Gender,60
Fluoroquinolones,2015,West Virginia,Combined Ages,Combined Gender,164
Fluoroquinolones,2015,Wisconsin,Combined Ages,Combined Gender,77
Fluoroquinolones,2015,Wyoming,Combined Ages,Combined Gender,72
Macrolides,2015,Alabama,Combined Ages,Combined Gender,214
Macrolides,2015,Alaska,Combined Ages,Combined Gender,101
Macrolides,2015,Arizona,Combined Ages,Combined Gender,146
Macrolides,2015,Arkansas,Combined Ages,Combined Gender,205
Macrolides,2015,California,Combined Ages,Combined Gender,114
Macrolides,2015,Colorado,Combined Ages,Combined Gender,107
Macrolides,2015,Connecticut,Combined Ages,Combined Gender,157
Macrolides,2015,Delaware,Combined Ages,Combined Gender,157
Macrolides,2015,District Of Columbia,Combined Ages,Combined Gender,163
Macrolides,2015,Florida,Combined Ages,Combined Gender,133
Macrolides,2015,Georgia,Combined Ages,Combined Gender,144
Macrolides,2015,Hawaii,Combined Ages,Combined Gender,131
Macrolides,2015,Idaho,Combined Ages,Combined Gender,122
Macrolides,2015,Illinois,Combined Ages,Combined Gender,161
Macrolides,2015,Indiana,Combined Ages,Combined Gender,166
Macrolides,2015,Iowa,Combined Ages,Combined Gender,191
Macrolides,2015,Kansas,Combined Ages,Combined Gender,184
Macrolides,2015,Kentucky,Combined Ages,Combined Gender,228
Macrolides,2015,Louisiana,Combined Ages,Combined Gender,230
Macrolides,2015,Maine,Combined Ages,Combined Gender,140
Macrolides,2015,Maryland,Combined Ages,Combined Gender,140
Macrolides,2015,Massachusetts,Combined Ages,Combined Gender,125
Macrolides,2015,Minnesota,Combined Ages,Combined Gender,118
Macrolides,2015,Mississippi,Combined Ages,Combined Gender,242
Macrolides,2015,Missouri,Combined Ages,Combined Gender,163
Macrolides,2015,Montana,Combined Ages,Combined Gender,127
Macrolides,2015,Nebraska,Combined Ages,Combined Gender,179
Macrolides,2015,Nevada,Combined Ages,Combined Gender,140
Macrolides,2015,New Hampshire,Combined Ages,Combined Gender,122
Macrolides,2015,New Jersey,Combined Ages,Combined Gender,188
Macrolides,2015,New Mexico,Combined Ages,Combined Gender,142
Macrolides,2015,New York,Combined Ages,Combined Gender,177
Macrolides,2015,North Carolina,Combined Ages,Combined Gender,142
Macrolides,2015,North Dakota,Combined Ages,Combined Gender,150
Macrolides,2015,Ohio,Combined Ages,Combined Gender,170
Macrolides,2015,Oklahoma,Combined Ages,Combined Gender,183
Macrolides,2015,Oregon,Combined Ages,Combined Gender,94
Macrolides,2015,Pennsylvania,Combined Ages,Combined Gender,160
Macrolides,2015,Rhode Island,Combined Ages,Combined Gender,175
Macrolides,2015,South Carolina,Combined Ages,Combined Gender,166
Macrolides,2015,South Dakota,Combined Ages,Combined Gender,169
Macrolides,2015,Tennessee,Combined Ages,Combined Gender,200
Macrolides,2015,Texas,Combined Ages,Combined Gender,169
Macrolides,2015,Utah,Combined Ages,Combined Gender,124
Macrolides,2015,Vermont,Combined Ages,Combined Gender,115
Macrolides,2015,Virginia,Combined Ages,Combined Gender,139
Macrolides,2015,Washington,Combined Ages,Combined Gender,106
Macrolides,2015,West Virginia,Combined Ages,Combined Gender,229
Macrolides,2015,Wisconsin,Combined Ages,Combined Gender,127
Macrolides,2015,Wyoming,Combined Ages,Combined Gender,156
Penicillins,2015,Alabama,Combined Ages,Combined Gender,219
Penicillins,2015,Alaska,Combined Ages,Combined Gender,108
Penicillins,2015,Arizona,Combined Ages,Combined Gender,166
Penicillins,2015,Arkansas,Combined Ages,Combined Gender,251
Penicillins,2015,California,Combined Ages,Combined Gender,148
Penicillins,2015,Colorado,Combined Ages,Combined Gender,159
Penicillins,2015,Connecticut,Combined Ages,Combined Gender,190
Penicillins,2015,Delaware,Combined Ages,Combined Gender,212
Penicillins,2015,District Of Columbia,Combined Ages,Combined Gender,214
Penicillins,2015,Florida,Combined Ages,Combined Gender,140
Penicillins,2015,Georgia,Combined Ages,Combined Gender,189
Penicillins,2015,Hawaii,Combined Ages,Combined Gender,140
Penicillins,2015,Idaho,Combined Ages,Combined Gender,165
Penicillins,2015,Illinois,Combined Ages,Combined Gender,210
Penicillins,2015,Indiana,Combined Ages,Combined Gender,218
Penicillins,2015,Iowa,Combined Ages,Combined Gender,221
Penicillins,2015,Kansas,Combined Ages,Combined Gender,214
Penicillins,2015,Kentucky,Combined Ages,Combined Gender,281
Penicillins,2015,Louisiana,Combined Ages,Combined Gender,249
Penicillins,2015,Maine,Combined Ages,Combined Gender,160
Penicillins,2015,Maryland,Combined Ages,Combined Gender,192
Penicillins,2015,Massachusetts,Combined Ages,Combined Gender,188
Penicillins,2015,Michigan,Combined Ages,Combined Gender,229
Penicillins,2015,Minnesota,Combined Ages,Combined Gender,176
Penicillins,2015,Mississippi,Combined Ages,Combined Gender,243
Penicillins,2015,Missouri,Combined Ages,Combined Gender,219
Penicillins,2015,Montana,Combined Ages,Combined Gender,145
Penicillins,2015,Nebraska,Combined Ages,Combined Gender,236
Penicillins,2015,Nevada,Combined Ages,Combined Gender,167
Penicillins,2015,New Hampshire,Combined Ages,Combined Gender,173
Penicillins,2015,New Jersey,Combined Ages,Combined Gender,209
Penicillins,2015,New Mexico,Combined Ages,Combined Gender,174
Penicillins,2015,New York,Combined Ages,Combined Gender,208
Penicillins,2015,North Carolina,Combined Ages,Combined Gender,190
Penicillins,2015,North Dakota,Combined Ages,Combined Gender,178
Penicillins,2015,Ohio,Combined Ages,Combined Gender,223
Penicillins,2015,Oklahoma,Combined Ages,Combined Gender,209
Penicillins,2015,Oregon,Combined Ages,Combined Gender,134
Penicillins,2015,Pennsylvania,Combined Ages,Combined Gender,216
Penicillins,2015,Rhode Island,Combined Ages,Combined Gender,197
Penicillins,2015,South Carolina,Combined Ages,Combined Gender,200
Penicillins,2015,South Dakota,Combined Ages,Combined Gender,202
Penicillins,2015,Tennessee,Combined Ages,Combined Gender,230
Penicillins,2015,Texas,Combined Ages,Combined Gender,208
Penicillins,2015,Utah,Combined Ages,Combined Gender,213
Penicillins,2015,Vermont,Combined Ages,Combined Gender,159
Penicillins,2015,Virginia,Combined Ages,Combined Gender,185
Penicillins,2015,Washington,Combined Ages,Combined Gender,133
Penicillins,2015,West Virginia,Combined Ages,Combined Gender,266
Penicillins,2015,Wisconsin,Combined Ages,Combined Gender,177
Penicillins,2015,Wyoming,Combined Ages,Combined Gender,179
All classes,2016,National,0-19,Combined Gender,790
B-lactams increased activity,2016,National,0-19,Combined Gender,82
Cephalosporins,2016,National,0-19,Combined Gender,141
Fluoroquinolones,2016,National,0-19,Combined Gender,8
Lincosamides,2016,National,0-19,Combined Gender,15
Macrolides,2016,National,0-19,Combined Gender,131
Other,2016,National,0-19,Combined Gender,Insufficient Data
Penicillins,2016,National,0-19,Combined Gender,314
Tetracycline,2016,National,0-19,Combined Gender,44
Trimethoprim-sulfamethoxazole,2016,National,0-19,Combined Gender,44
Urinary anti-infectives,2016,National,0-19,Combined Gender,10
All classes,2016,National,0-19,Female,842
B-lactams increased activity,2016,National,0-19,Female,Insufficient Data
Cephalosporins,2016,National,0-19,Female,Insufficient Data
Fluoroquinolones,2016,National,0-19,Female,Insufficient Data
Lincosamides,2016,National,0-19,Female,Insufficient Data
Macrolides,2016,National,0-19,Female,Insufficient Data
Other,2016,National,0-19,Female,Insufficient Data
Penicillins,2016,National,0-19,Female,Insufficient Data
Tetracycline,2016,National,0-19,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2016,National,0-19,Female,Insufficient Data
Urinary anti-infectives,2016,National,0-19,Female,Insufficient Data
All classes,2016,National,0-19,Male,739
B-lactams increased activity,2016,National,0-19,Male,Insufficient Data
Cephalosporins,2016,National,0-19,Male,Insufficient Data
Fluoroquinolones,2016,National,0-19,Male,Insufficient Data
Lincosamides,2016,National,0-19,Male,Insufficient Data
Macrolides,2016,National,0-19,Male,Insufficient Data
Other,2016,National,0-19,Male,Insufficient Data
Penicillins,2016,National,0-19,Male,Insufficient Data
Tetracycline,2016,National,0-19,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2016,National,0-19,Male,Insufficient Data
Urinary anti-infectives,2016,National,0-19,Male,Insufficient Data
All classes,2016,National,20+,Combined Gender,852
B-lactams increased activity,2016,National,20+,Combined Gender,82
Cephalosporins,2016,National,20+,Combined Gender,105
Fluoroquinolones,2016,National,20+,Combined Gender,120
Lincosamides,2016,National,20+,Combined Gender,37
Macrolides,2016,National,20+,Combined Gender,153
Other,2016,National,20+,Combined Gender,2
Penicillins,2016,National,20+,Combined Gender,155
Tetracycline,2016,National,20+,Combined Gender,75
Trimethoprim-sulfamethoxazole,2016,National,20+,Combined Gender,70
Urinary anti-infectives,2016,National,20+,Combined Gender,53
All classes,2016,National,20+,Female,1056
B-lactams increased activity,2016,National,20+,Female,Insufficient Data
