Phenotype,UnitedStates,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
Klebsiella spp. R to carbapenems,National,CLABSI,2012,19-64,735,98,13.3,11,15.9
Klebsiella spp. R to carbapenems,National,CLABSI,2012,65+,547,92,16.8,13.8,20.1
Klebsiella spp. R to carbapenems,National,CLABSI,2012,All Ages,1567,194,12.4,10.8,14
Klebsiella spp. R to carbapenems,National,CLABSI,2013,<1,124,2,1.6,0.2,5.2
Klebsiella spp. R to carbapenems,National,CLABSI,2013, 1-18,106,6,5.7,2.3,11.3
Klebsiella spp. R to carbapenems,National,CLABSI,2013,19-64,798,102,12.8,10.5,15.2
Klebsiella spp. R to carbapenems,National,CLABSI,2013,65+,607,106,17.5,14.5,20.6
Klebsiella spp. R to carbapenems,National,CLABSI,2013,All Ages,1635,216,13.2,11.6,14.9
Klebsiella spp. R to carbapenems,National,CLABSI,2014,<1,167,0,0,0,1.7
Klebsiella spp. R to carbapenems,National,CLABSI,2014, 1-18,144,5,3.5,1.2,7.5
Klebsiella spp. R to carbapenems,National,CLABSI,2014,19-64,818,84,10.3,8.3,12.4
Klebsiella spp. R to carbapenems,National,CLABSI,2014,65+,564,80,14.2,11.4,17.2
Klebsiella spp. R to carbapenems,National,CLABSI,2014,All Ages,1693,169,10,8.6,11.4
Klebsiella spp. R to carbapenems,National,CLABSI,All Years,<1,695,7,1,0.4,1.9
Klebsiella spp. R to carbapenems,National,CLABSI,All Years, 1-18,464,16,3.4,2,5.4
Klebsiella spp. R to carbapenems,National,CLABSI,All Years,19-64,2990,347,11.6,10.4,12.7
Klebsiella spp. R to carbapenems,National,CLABSI,All Years,65+,2217,370,16.7,15.1,18.2
Klebsiella spp. R to carbapenems,National,CLABSI,All Years,All Ages,6366,740,11.6,10.8,12.4
Klebsiella spp. R to carbapenems,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2011,19-64,312,8,2.6,1.1,4.8
Klebsiella spp. R to carbapenems,National,SSI,2011,65+,223,12,5.4,2.9,8.9
Klebsiella spp. R to carbapenems,National,SSI,2011,All Ages,549,20,3.6,2.3,5.4
Klebsiella spp. R to carbapenems,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2012,19-64,756,19,2.5,1.5,3.8
Klebsiella spp. R to carbapenems,National,SSI,2012,65+,570,20,3.5,2.2,5.2
Klebsiella spp. R to carbapenems,National,SSI,2012,All Ages,1347,40,3,2.1,3.9
Klebsiella spp. R to carbapenems,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2013, 1-18,25,0,0,0,11.2
Klebsiella spp. R to carbapenems,National,SSI,2013,19-64,843,26,3.1,2,4.4
Klebsiella spp. R to carbapenems,National,SSI,2013,65+,588,20,3.4,2.1,5.1
Klebsiella spp. R to carbapenems,National,SSI,2013,All Ages,1462,46,3.1,2.3,4.1
Klebsiella spp. R to carbapenems,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to carbapenems,National,SSI,2014, 1-18,23,0,0,0,12.2
Klebsiella spp. R to carbapenems,National,SSI,2014,19-64,943,29,3.1,2.1,4.3
Klebsiella spp. R to carbapenems,National,SSI,2014,65+,707,20,2.8,1.7,4.2
Klebsiella spp. R to carbapenems,National,SSI,2014,All Ages,1684,49,2.9,2.1,3.7
Klebsiella spp. R to carbapenems,National,SSI,All Years,<1,27,0,0,0,10.5
Klebsiella spp. R to carbapenems,National,SSI,All Years, 1-18,73,1,1.4,0,6.5
Klebsiella spp. R to carbapenems,National,SSI,All Years,19-64,2854,82,2.9,2.3,3.5
Klebsiella spp. R to carbapenems,National,SSI,All Years,65+,2088,72,3.4,2.7,4.2
Klebsiella spp. R to carbapenems,National,SSI,All Years,All Ages,5042,155,3.1,2.6,3.5
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2011,<1,245,5,2,0.7,4.4
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2011, 1-18,147,21,14.3,9.3,20.6
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2011,19-64,1833,399,21.8,19.9,23.7
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2011,65+,1753,424,24.2,22.2,26.2
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2011,All Ages,3978,849,21.3,20,22.6
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2012,<1,233,21,9,5.8,13.2
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2012, 1-18,156,21,13.5,8.7,19.5
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2012,19-64,3137,627,20,18.6,21.4
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2012,65+,3121,610,19.5,18.1,20.9
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2012,All Ages,6647,1279,19.2,18.3,20.2
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2013,<1,182,17,9.3,5.7,14.2
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2013, 1-18,187,31,16.6,11.7,22.4
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2013,19-64,3517,702,20,18.6,21.3
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2013,65+,3409,785,23,21.6,24.4
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2013,All Ages,7295,1535,21,20.1,21.9
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2014,<1,226,22,9.7,6.3,14.1
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2014, 1-18,222,28,12.6,8.7,17.4
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2014,19-64,3766,700,18.6,17.3,19.8
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2014,65+,3535,713,20.2,18.8,21.5
Klebsiella spp. R to ES cephalosporins,National,All HAIs,2014,All Ages,7749,1463,18.9,18,19.7
Klebsiella spp. R to ES cephalosporins,National,All HAIs,All Years,<1,886,65,7.3,5.7,9.1
Klebsiella spp. R to ES cephalosporins,National,All HAIs,All Years, 1-18,712,101,14.2,11.7,16.8
Klebsiella spp. R to ES cephalosporins,National,All HAIs,All Years,19-64,12253,2428,19.8,19.1,20.5
Klebsiella spp. R to ES cephalosporins,National,All HAIs,All Years,65+,11818,2532,21.4,20.6,22.1
Klebsiella spp. R to ES cephalosporins,National,All HAIs,All Years,All Ages,25669,5126,20,19.4,20.4
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2011,19-64,759,164,21.6,18.7,24.6
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2011,65+,930,185,19.9,17.4,22.5
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2011,All Ages,1714,353,20.6,18.7,22.5
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2012,<1,23,5,21.7,8.4,41.7
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2012, 1-18,32,5,15.6,5.9,31.2
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2012,19-64,1529,342,22.4,20.3,24.5
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2012,65+,1942,346,17.8,16.1,19.5
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2012,All Ages,3526,698,19.8,18.5,21.1
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2013,<1,23,2,8.7,1.4,25.8
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2013, 1-18,41,4,9.8,3.1,21.8
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2013,19-64,1737,395,22.7,20.8,24.7
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2013,65+,2071,493,23.8,22,25.6
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2013,All Ages,3872,894,23.1,21.7,24.4
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2014,<1,20,5,25,9.7,47
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2014, 1-18,49,4,8.2,2.6,18.5
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2014,19-64,1813,388,21.4,19.5,23.3
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2014,65+,2113,447,21.2,19.4,22.9
Klebsiella spp. R to ES cephalosporins,National,CAUTI,2014,All Ages,3995,844,21.1,19.8,22.4
Klebsiella spp. R to ES cephalosporins,National,CAUTI,All Years,<1,76,13,17.1,9.8,26.8
Klebsiella spp. R to ES cephalosporins,National,CAUTI,All Years, 1-18,137,16,11.7,7,17.8
Klebsiella spp. R to ES cephalosporins,National,CAUTI,All Years,19-64,5838,1289,22.1,21,23.1
Klebsiella spp. R to ES cephalosporins,National,CAUTI,All Years,65+,7056,1471,20.8,19.9,21.8
Klebsiella spp. R to ES cephalosporins,National,CAUTI,All Years,All Ages,13107,2789,21.3,20.5,21.9
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2011,<1,230,4,1.7,0.5,4.1
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2011, 1-18,122,18,14.8,9.2,21.8
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2011,19-64,696,198,28.4,25.1,31.8
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2011,65+,537,207,38.5,34.4,42.7
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2011,All Ages,1585,427,26.9,24.7,29.1
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2012,<1,204,16,7.8,4.7,12.1
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2012, 1-18,105,15,14.3,8.5,21.9
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2012,19-64,773,225,29.1,25.9,32.3
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2012,65+,562,191,34,30.1,37.9
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2012,All Ages,1644,447,27.2,25,29.3
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2013,<1,154,14,9.1,5.2,14.4
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2013, 1-18,118,25,21.2,14.5,29.2
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2013,19-64,840,231,27.5,24.5,30.5
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2013,65+,669,222,33.2,29.6,36.8
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2013,All Ages,1781,492,27.6,25.5,29.7
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2014,<1,193,14,7.3,4.1,11.5
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2014, 1-18,148,23,15.5,10.3,22
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2014,19-64,906,210,23.2,20.5,26
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2014,65+,626,181,28.9,25.4,32.5
Klebsiella spp. R to ES cephalosporins,National,CLABSI,2014,All Ages,1873,428,22.9,20.9,24.7
Klebsiella spp. R to ES cephalosporins,National,CLABSI,All Years,<1,781,48,6.1,4.6,7.9
Klebsiella spp. R to ES cephalosporins,National,CLABSI,All Years, 1-18,493,81,16.4,13.3,19.8
Klebsiella spp. R to ES cephalosporins,National,CLABSI,All Years,19-64,3215,864,26.9,25.3,28.4
Klebsiella spp. R to ES cephalosporins,National,CLABSI,All Years,65+,2394,801,33.5,31.5,35.3
Klebsiella spp. R to ES cephalosporins,National,CLABSI,All Years,All Ages,6883,1794,26.1,25,27.1
Klebsiella spp. R to ES cephalosporins,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2011,19-64,378,37,9.8,7,13.1
Klebsiella spp. R to ES cephalosporins,National,SSI,2011,65+,286,32,11.2,7.9,15.2
Klebsiella spp. R to ES cephalosporins,National,SSI,2011,All Ages,679,69,10.2,8,12.6
Klebsiella spp. R to ES cephalosporins,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2012,19-64,835,60,7.2,5.5,9
Klebsiella spp. R to ES cephalosporins,National,SSI,2012,65+,617,73,11.8,9.4,14.5
Klebsiella spp. R to ES cephalosporins,National,SSI,2012,All Ages,1477,134,9.1,7.6,10.6
Klebsiella spp. R to ES cephalosporins,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2013, 1-18,28,2,7.1,1.2,21.6
Klebsiella spp. R to ES cephalosporins,National,SSI,2013,19-64,940,76,8.1,6.4,9.9
Klebsiella spp. R to ES cephalosporins,National,SSI,2013,65+,669,70,10.5,8.3,12.9
Klebsiella spp. R to ES cephalosporins,National,SSI,2013,All Ages,1642,149,9.1,7.7,10.5
Klebsiella spp. R to ES cephalosporins,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Klebsiella spp. R to ES cephalosporins,National,SSI,2014, 1-18,25,1,4,0.1,18.1
Klebsiella spp. R to ES cephalosporins,National,SSI,2014,19-64,1047,102,9.7,8,11.6
Klebsiella spp. R to ES cephalosporins,National,SSI,2014,65+,796,85,10.7,8.6,12.9
Klebsiella spp. R to ES cephalosporins,National,SSI,2014,All Ages,1881,191,10.2,8.8,11.5
Klebsiella spp. R to ES cephalosporins,National,SSI,All Years,<1,29,4,13.8,4.5,29.9
Klebsiella spp. R to ES cephalosporins,National,SSI,All Years, 1-18,82,4,4.9,1.5,11.3
Klebsiella spp. R to ES cephalosporins,National,SSI,All Years,19-64,3200,275,8.6,7.6,9.6
Klebsiella spp. R to ES cephalosporins,National,SSI,All Years,65+,2368,260,11,9.7,12.2
Klebsiella spp. R to ES cephalosporins,National,SSI,All Years,All Ages,5679,543,9.6,8.8,10.3
MRSA,National,All HAIs,2011,<1,573,179,31.2,27.5,35.1
MRSA,National,All HAIs,2011, 1-18,194,64,33,26.6,39.8
MRSA,National,All HAIs,2011,19-64,4051,1763,43.5,41.9,45
MRSA,National,All HAIs,2011,65+,3274,1769,54,52.3,55.7
MRSA,National,All HAIs,2011,All Ages,8092,3775,46.7,45.5,47.7
MRSA,National,All HAIs,2012,<1,578,170,29.4,25.8,33.2
MRSA,National,All HAIs,2012, 1-18,277,88,31.8,26.4,37.4
MRSA,National,All HAIs,2012,19-64,6079,2697,44.4,43.1,45.6
MRSA,National,All HAIs,2012,65+,4540,2431,53.5,52,54.9
MRSA,National,All HAIs,2012,All Ages,11474,5386,46.9,46,47.8
MRSA,National,All HAIs,2013,<1,624,195,31.3,27.7,34.9
MRSA,National,All HAIs,2013, 1-18,259,74,28.6,23.3,34.3
MRSA,National,All HAIs,2013,19-64,6266,2704,43.2,41.9,44.3
MRSA,National,All HAIs,2013,65+,4729,2605,55.1,53.6,56.4
MRSA,National,All HAIs,2013,All Ages,11878,5578,47,46,47.8
MRSA,National,All HAIs,2014,<1,577,179,31,27.3,34.8
MRSA,National,All HAIs,2014, 1-18,284,81,28.5,23.4,33.9
MRSA,National,All HAIs,2014,19-64,6319,2609,41.3,40,42.5
MRSA,National,All HAIs,2014,65+,4707,2496,53,51.5,54.4
MRSA,National,All HAIs,2014,All Ages,11887,5365,45.1,44.2,46
MRSA,National,All HAIs,All Years,<1,2352,723,30.7,28.8,32.6
MRSA,National,All HAIs,All Years, 1-18,1014,307,30.3,27.5,33.1
MRSA,National,All HAIs,All Years,19-64,22715,9773,43,42.3,43.6
MRSA,National,All HAIs,All Years,65+,17250,9301,53.9,53.1,54.6
MRSA,National,All HAIs,All Years,All Ages,43331,20104,46.4,45.9,46.8
MRSA,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2011,19-64,111,59,53.2,43.8,62.2
MRSA,National,CAUTI,2011,65+,198,113,57.1,50,63.8
MRSA,National,CAUTI,2011,All Ages,317,177,55.8,50.3,61.2
MRSA,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2012,19-64,241,121,50.2,43.9,56.4
MRSA,National,CAUTI,2012,65+,358,225,62.8,57.7,67.7
MRSA,National,CAUTI,2012,All Ages,618,351,56.8,52.8,60.6
MRSA,National,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2013,19-64,282,128,45.4,39.6,51.2
MRSA,National,CAUTI,2013,65+,394,249,63.2,58.3,67.8
MRSA,National,CAUTI,2013,All Ages,688,382,55.5,51.7,59.2
MRSA,National,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,2014,19-64,293,134,45.7,40,51.4
MRSA,National,CAUTI,2014,65+,414,236,57,52.1,61.7
MRSA,National,CAUTI,2014,All Ages,725,377,52,48.3,55.6
MRSA,National,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
MRSA,National,CAUTI,All Years, 1-18,49,20,40.8,27.7,54.9
MRSA,National,CAUTI,All Years,19-64,927,442,47.7,44.4,50.9
MRSA,National,CAUTI,All Years,65+,1364,823,60.3,57.7,62.9
MRSA,National,CAUTI,All Years,All Ages,2348,1287,54.8,52.7,56.8
MRSA,National,CLABSI,2011,<1,530,170,32.1,28.2,36.1
MRSA,National,CLABSI,2011, 1-18,102,38,37.3,28.2,46.9
MRSA,National,CLABSI,2011,19-64,1241,681,54.9,52,57.6
MRSA,National,CLABSI,2011,65+,948,595,62.8,59.6,65.8
MRSA,National,CLABSI,2011,All Ages,2821,1484,52.6,50.7,54.4
MRSA,National,CLABSI,2012,<1,520,159,30.6,26.7,34.6
MRSA,National,CLABSI,2012, 1-18,123,41,33.3,25.4,42
MRSA,National,CLABSI,2012,19-64,1227,659,53.7,50.9,56.4
MRSA,National,CLABSI,2012,65+,988,602,60.9,57.8,63.9
MRSA,National,CLABSI,2012,All Ages,2858,1461,51.1,49.2,52.9
MRSA,National,CLABSI,2013,<1,562,180,32,28.2,35.9
MRSA,National,CLABSI,2013, 1-18,123,34,27.6,20.2,36
MRSA,National,CLABSI,2013,19-64,1296,720,55.6,52.8,58.2
MRSA,National,CLABSI,2013,65+,1075,664,61.8,58.8,64.6
MRSA,National,CLABSI,2013,All Ages,3056,1598,52.3,50.5,54
MRSA,National,CLABSI,2014,<1,518,162,31.3,27.3,35.3
MRSA,National,CLABSI,2014, 1-18,126,29,23,16.2,30.9
MRSA,National,CLABSI,2014,19-64,1289,705,54.7,51.9,57.3
MRSA,National,CLABSI,2014,65+,992,587,59.2,56,62.2
MRSA,National,CLABSI,2014,All Ages,2925,1483,50.7,48.8,52.5
MRSA,National,CLABSI,All Years,<1,2130,671,31.5,29.5,33.4
MRSA,National,CLABSI,All Years, 1-18,474,142,30,25.9,34.1
MRSA,National,CLABSI,All Years,19-64,5053,2765,54.7,53.3,56
MRSA,National,CLABSI,All Years,65+,4003,2448,61.2,59.6,62.6
MRSA,National,CLABSI,All Years,All Ages,11660,6026,51.7,50.7,52.5
MRSA,National,SSI,2011,<1,42,8,19,9.2,32.9
MRSA,National,SSI,2011, 1-18,85,22,25.9,17.4,35.9
MRSA,National,SSI,2011,19-64,2699,1023,37.9,36,39.7
MRSA,National,SSI,2011,65+,2128,1061,49.9,47.7,51.9
MRSA,National,SSI,2011,All Ages,4954,2114,42.7,41.2,44
MRSA,National,SSI,2012,<1,55,11,20,10.9,32
MRSA,National,SSI,2012, 1-18,138,42,30.4,23.1,38.4
MRSA,National,SSI,2012,19-64,4611,1917,41.6,40.1,43
MRSA,National,SSI,2012,65+,3194,1604,50.2,48.4,51.9
MRSA,National,SSI,2012,All Ages,7998,3574,44.7,43.5,45.7
MRSA,National,SSI,2013,<1,60,15,25,15.2,37
MRSA,National,SSI,2013, 1-18,126,35,27.8,20.4,36
MRSA,National,SSI,2013,19-64,4688,1856,39.6,38.1,40.9
MRSA,National,SSI,2013,65+,3260,1692,51.9,50.1,53.6
MRSA,National,SSI,2013,All Ages,8134,3598,44.2,43.1,45.3
MRSA,National,SSI,2014,<1,57,16,28.1,17.5,40.7
MRSA,National,SSI,2014, 1-18,142,46,32.4,25,40.4
MRSA,National,SSI,2014,19-64,4737,1770,37.4,35.9,38.7
MRSA,National,SSI,2014,65+,3301,1673,50.7,48.9,52.3
MRSA,National,SSI,2014,All Ages,8237,3505,42.6,41.4,43.6
MRSA,National,SSI,All Years,<1,214,50,23.4,18,29.3
MRSA,National,SSI,All Years, 1-18,491,145,29.5,25.6,33.6
MRSA,National,SSI,All Years,19-64,16735,6566,39.2,38.4,39.9
MRSA,National,SSI,All Years,65+,11883,6030,50.7,49.8,51.6
MRSA,National,SSI,All Years,All Ages,29323,12791,43.6,43,44.1
MRSA I to vancomycin,National,All HAIs,2011,<1,173,0,0,0,1.7
MRSA I to vancomycin,National,All HAIs,2011, 1-18,62,0,0,0,4.7
MRSA I to vancomycin,National,All HAIs,2011,19-64,1706,3,0.2,0,0.4
MRSA I to vancomycin,National,All HAIs,2011,65+,1722,3,0.2,0,0.4
MRSA I to vancomycin,National,All HAIs,2011,All Ages,3663,6,0.2,0,0.3
MRSA I to vancomycin,National,All HAIs,2012,<1,162,0,0,0,1.8
MRSA I to vancomycin,National,All HAIs,2012, 1-18,87,0,0,0,3.3
MRSA I to vancomycin,National,All HAIs,2012,19-64,2618,7,0.3,0.1,0.5
MRSA I to vancomycin,National,All HAIs,2012,65+,2362,3,0.1,0,0.3
MRSA I to vancomycin,National,All HAIs,2012,All Ages,5229,10,0.2,0,0.3
MRSA I to vancomycin,National,All HAIs,2013,<1,189,0,0,0,1.5
MRSA I to vancomycin,National,All HAIs,2013, 1-18,72,0,0,0,4
MRSA I to vancomycin,National,All HAIs,2013,19-64,2630,6,0.2,0,0.4
MRSA I to vancomycin,National,All HAIs,2013,65+,2531,5,0.2,0,0.4
MRSA I to vancomycin,National,All HAIs,2013,All Ages,5422,11,0.2,0.1,0.3
MRSA I to vancomycin,National,All HAIs,2014,<1,176,0,0,0,1.6
MRSA I to vancomycin,National,All HAIs,2014, 1-18,78,0,0,0,3.7
MRSA I to vancomycin,National,All HAIs,2014,19-64,2548,8,0.3,0.1,0.5
MRSA I to vancomycin,National,All HAIs,2014,65+,2426,2,0.1,0,0.2
MRSA I to vancomycin,National,All HAIs,2014,All Ages,5228,10,0.2,0,0.3
MRSA I to vancomycin,National,All HAIs,All Years,<1,700,0,0,0,0.4
MRSA I to vancomycin,National,All HAIs,All Years, 1-18,299,0,0,0,0.9
MRSA I to vancomycin,National,All HAIs,All Years,19-64,9502,24,0.3,0.1,0.3
MRSA I to vancomycin,National,All HAIs,All Years,65+,9041,13,0.1,0,0.2
