Phenotype,Region,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
Enterobacter spp. R to carbapenems,East_North_Central,CAUTI,All Years,19-64,283,13,4.6,2.5,7.5
Enterobacter spp. R to carbapenems,East_North_Central,CAUTI,All Years,65+,320,14,4.4,2.5,7
Enterobacter spp. R to carbapenems,East_North_Central,CAUTI,All Years,All Ages,621,28,4.5,3,6.3
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2011,<1,21,0,0,0,13.2
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2011,19-64,36,0,0,0,7.9
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2011,65+,27,0,0,0,10.5
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2011,All Ages,92,0,0,0,3.2
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2012,19-64,58,0,0,0,5
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2012,65+,31,0,0,0,9.2
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2012,All Ages,109,1,0.9,0,4.4
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2013,<1,22,1,4.5,0.2,20.4
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2013,19-64,62,3,4.8,1.2,12.6
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2013,65+,47,3,6.4,1.6,16.3
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2013,All Ages,139,7,5,2.2,9.7
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2014,19-64,39,2,5.1,0.8,15.9
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2014,65+,27,2,7.4,1.2,22.3
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,2014,All Ages,102,5,4.9,1.8,10.5
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,All Years,<1,70,2,2.9,0.4,9.1
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,All Years, 1-18,45,1,2.2,0.1,10.4
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,All Years,19-64,195,5,2.6,0.9,5.5
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,All Years,65+,132,5,3.8,1.4,8.1
Enterobacter spp. R to carbapenems,East_North_Central,CLABSI,All Years,All Ages,442,13,2.9,1.6,4.8
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2011,19-64,26,1,3.8,0.1,17.5
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2011,65+,29,0,0,0,9.8
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2011,All Ages,57,1,1.8,0,8.3
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2012,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2012,19-64,102,2,2,0.3,6.3
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2012,65+,81,0,0,0,3.6
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2012,All Ages,187,2,1.1,0.1,3.4
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2013,19-64,124,4,3.2,1,7.5
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2013,65+,85,4,4.7,1.5,10.9
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2013,All Ages,213,8,3.8,1.7,7
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2014,19-64,129,1,0.8,0,3.7
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2014,65+,87,2,2.3,0.3,7.3
Enterobacter spp. R to carbapenems,East_North_Central,SSI,2014,All Ages,221,3,1.4,0.3,3.6
Enterobacter spp. R to carbapenems,East_North_Central,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_North_Central,SSI,All Years,19-64,381,8,2.1,0.9,3.9
Enterobacter spp. R to carbapenems,East_North_Central,SSI,All Years,65+,282,6,2.1,0.8,4.3
Enterobacter spp. R to carbapenems,East_North_Central,SSI,All Years,All Ages,678,14,2.1,1.1,3.3
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2011,19-64,84,2,2.4,0.4,7.6
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2011,65+,54,1,1.9,0,8.7
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2011,All Ages,162,3,1.9,0.4,4.9
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2012,19-64,120,3,2.5,0.6,6.6
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2012,65+,124,6,4.8,1.9,9.7
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2012,All Ages,271,10,3.7,1.8,6.4
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2013,19-64,144,7,4.9,2.1,9.3
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2013,65+,112,2,1.8,0.3,5.7
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2013,All Ages,274,9,3.3,1.6,5.9
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2014,19-64,138,4,2.9,0.9,6.8
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2014,65+,97,4,4.1,1.3,9.6
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,2014,All Ages,248,9,3.6,1.7,6.5
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,All Years,<1,55,1,1.8,0,8.6
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,All Years, 1-18,27,1,3.7,0.1,16.9
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,All Years,19-64,486,16,3.3,1.9,5.1
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,All Years,65+,387,13,3.4,1.8,5.5
Enterobacter spp. R to carbapenems,East_South_Central,All HAIs,All Years,All Ages,955,31,3.2,2.2,4.5
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2011,19-64,24,0,0,0,11.7
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2011,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2011,All Ages,46,0,0,0,6.3
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2012,19-64,54,2,3.7,0.6,11.7
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2012,65+,56,2,3.6,0.6,11.3
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2012,All Ages,114,5,4.4,1.6,9.4
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2013,19-64,64,5,7.8,2.9,16.4
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2013,65+,58,1,1.7,0,8.2
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2013,All Ages,126,6,4.8,1.9,9.6
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2014,19-64,48,3,6.3,1.6,16
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2014,65+,55,4,7.3,2.3,16.6
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,2014,All Ages,105,7,6.7,2.9,12.7
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,All Years,19-64,190,10,5.3,2.7,9.1
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,All Years,65+,188,7,3.7,1.6,7.2
Enterobacter spp. R to carbapenems,East_South_Central,CAUTI,All Years,All Ages,391,18,4.6,2.8,7
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2011,19-64,30,2,6.7,1.1,20.3
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2011,65+,21,0,0,0,13.2
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2011,All Ages,71,2,2.8,0.4,8.9
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2012,19-64,26,1,3.8,0.1,17.5
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2012,65+,25,1,4,0.1,18.1
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2012,All Ages,70,2,2.9,0.4,9.1
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2013,19-64,34,2,5.9,0.9,18.1
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2013,65+,23,1,4.3,0.2,19.6
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2013,All Ages,70,3,4.3,1.1,11.2
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2014,19-64,37,0,0,0,7.7
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2014,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,2014,All Ages,58,1,1.7,0,8.2
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,All Years,<1,47,0,0,0,6.1
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,All Years,19-64,127,5,3.9,1.4,8.5
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,All Years,65+,81,2,2.5,0.4,7.9
Enterobacter spp. R to carbapenems,East_South_Central,CLABSI,All Years,All Ages,269,8,3,1.3,5.5
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2011,19-64,30,0,0,0,9.5
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2011,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2011,All Ages,45,1,2.2,0.1,10.4
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2012,19-64,40,0,0,0,7.2
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2012,65+,43,3,7,1.8,17.8
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2012,All Ages,87,3,3.4,0.8,9
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2013,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2013,19-64,46,0,0,0,6.3
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2013,65+,31,0,0,0,9.2
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2013,All Ages,78,0,0,0,3.7
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2014,19-64,53,1,1.9,0,8.9
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2014,65+,30,0,0,0,9.5
Enterobacter spp. R to carbapenems,East_South_Central,SSI,2014,All Ages,85,1,1.2,0,5.6
Enterobacter spp. R to carbapenems,East_South_Central,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,East_South_Central,SSI,All Years,19-64,169,1,0.6,0,2.8
Enterobacter spp. R to carbapenems,East_South_Central,SSI,All Years,65+,118,4,3.4,1,7.9
Enterobacter spp. R to carbapenems,East_South_Central,SSI,All Years,All Ages,295,5,1.7,0.6,3.7
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2011,<1,38,1,2.6,0.1,12.3
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2011,19-64,208,7,3.4,1.4,6.5
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2011,65+,219,6,2.7,1.1,5.6
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2011,All Ages,477,15,3.1,1.8,5
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2012, 1-18,25,2,8,1.3,23.9
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2012,19-64,289,11,3.8,2,6.5
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2012,65+,278,12,4.3,2.3,7.2
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2012,All Ages,611,25,4.1,2.7,5.8
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2013, 1-18,22,0,0,0,12.7
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2013,19-64,289,12,4.2,2.2,6.9
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2013,65+,284,17,6,3.6,9.2
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2013,All Ages,613,30,4.9,3.3,6.8
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2014,19-64,296,15,5.1,2.9,8
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2014,65+,294,14,4.8,2.7,7.6
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,2014,All Ages,618,30,4.9,3.3,6.7
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,All Years,<1,89,2,2.2,0.3,7.2
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,All Years, 1-18,73,4,5.5,1.7,12.6
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,All Years,19-64,1082,45,4.2,3,5.4
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,All Years,65+,1075,49,4.6,3.4,5.9
Enterobacter spp. R to carbapenems,Middle_Atlantic,All HAIs,All Years,All Ages,2319,100,4.3,3.5,5.1
Enterobacter spp. R to carbapenems,Middle_Atlantic,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
